time step,distance
0.0,6.082762530298219
1.0,5.9496050289073805
2.0,5.816459404139256
3.0,5.683326490709468
4.0,5.550207203339348
5.0,5.503306462515824
6.0,5.457425605515004
7.0,5.412590568118663
8.0,5.368827551285043
9.0,5.366737743849051
10.0,5.35963585132927
11.0,5.347584106394523
12.0,5.33657232851757
13.0,5.32560625847904
14.0,5.31559802450705
15.0,5.306553046081407
16.0,5.298476256297554
17.0,5.243904723733137
18.0,5.190283193155874
19.0,5.137641410145889
20.0,5.0860097968701545
21.0,4.956195330475923
22.0,4.8270729912577055
23.0,4.698699839440054
24.0,4.5711389946603544
25.0,4.448322910033245
26.0,4.326705190542985
27.0,4.206389781075856
28.0,4.087491683823952
29.0,3.9745744046717117
30.0,3.8636077161286524
31.0,3.7547645629123103
32.0,3.648235013618385
33.0,3.5492787779158754
34.0,3.4533541895091995
35.0,3.360720854087903
36.0,3.2716583480042285
37.0,3.1995384950120376
38.0,3.1321651443937903
39.0,3.069850823434291
40.0,3.0129094477296126
41.0,3.031193232366305
42.0,3.050482429022814
43.0,3.0707580910451537
44.0,3.092000812381902
45.0,3.102233889520297
46.0,3.117787018382524
47.0,3.138581109974603
48.0,3.164512850498905
49.0,3.045807774117017
50.0,2.9275004039388746
51.0,2.809640979830796
52.0,2.6922883312005235
53.0,2.579846034167579
54.0,2.4674364101626036
55.0,2.3550641377415364
56.0,2.242734831416925
57.0,2.134957643362679
58.0,2.0271819052448667
59.0,1.91940786130753
60.0,1.8116358139106064
61.0,1.7029188802818527
62.0,1.5942019526596451
63.0,1.4854850323627713
64.0,1.3767681211265728
65.0,1.2687942920108428
66.0,1.1608228167694477
67.0,1.0528544195804892
68.0,0.9448901555906586
69.0,0.8409465371969465
70.0,0.7371591459412219
71.0,0.6336047586594564
72.0,0.5304198616915515
73.0,0.4145546965788611
74.0,0.2991389994735892
75.0,0.1850158461545652
76.0,0.07807537013860968
77.0,0.09844102659642877
78.0,0.21315689138982227
79.0,0.3366473485876905
80.0,0.4619278803122919
81.0,0.416493874262555
82.0,0.3744147619306226
83.0,0.33694979829316196
84.0,0.30579961601177036
85.0,0.2860182604318765
86.0,0.277016931697909
87.0,0.2798378290965823
88.0,0.294141013357486
89.0,0.2815523330969797
90.0,0.3354984790298377
91.0,0.4317192087641159
92.0,0.5483962560285146
93.0,0.49756157045338645
94.0,0.4553326945309633
95.0,0.42428704031169046
96.0,0.4069918991760399
97.0,0.5079483791084501
98.0,0.6171620390720269
99.0,0.7309409592387339
100.0,0.8474483265089365
101.0,0.7854067076880812
102.0,0.7248072039791799
103.0,0.6660435612472009
104.0,0.6096468847600576
105.0,0.5525615938082357
106.0,0.49765433395247005
107.0,0.44573073435312915
108.0,0.39796038658113597
109.0,0.35388429262045795
110.0,0.3169975264100103
111.0,0.29005600639800055
112.0,0.2759877857006669
113.0,0.28009792436916603
114.0,0.29898940976683686
115.0,0.33013439324974386
116.0,0.3704551235937764
117.0,0.3763125351428217
118.0,0.3906928160500803
119.0,0.41270601621427033
120.0,0.44121113089376207
121.0,0.4696318760069555
122.0,0.5030618982417535
123.0,0.5405726459292074
124.0,0.5813747802878416
125.0,0.4689561336021985
126.0,0.37684366290870114
127.0,0.3229094427989175
128.0,0.32664650796526934
129.0,0.318062851190198
130.0,0.31989598516064716
131.0,0.3319733923221763
132.0,0.3532458817470006
133.0,0.3829215974642445
134.0,0.4185604430794986
135.0,0.45877482177014456
136.0,0.502467339776959
137.0,0.3931384795444377
138.0,0.3097964802193507
139.0,0.27698630420274023
140.0,0.31112782706999287
141.0,0.2840852466094977
142.0,0.2670639236553417
143.0,0.26202416054310085
144.0,0.2696386313412278
145.0,0.3003117059997072
146.0,0.33871334976772777
147.0,0.3825229786076022
148.0,0.4300911627972907
149.0,0.35233758456054015
150.0,0.28409580817857755
151.0,0.23384689971940129
152.0,0.21462433772796025
153.0,0.09738379088589642
154.0,0.1032596453660832
155.0,0.22271161004004572
156.0,0.3553833470828485
157.0,0.3239843120325551
158.0,0.3009145689387751
159.0,0.2881814592457515
160.0,0.28716330093417874
161.0,0.2989754610194522
162.0,0.32133660513481554
163.0,0.3522434157322697
164.0,0.38966775164657724
165.0,0.4222091450176341
166.0,0.4597310317778681
167.0,0.5011158897923352
168.0,0.5454851990705005
169.0,0.4254181459572313
170.0,0.3213404253778988
171.0,0.2537544336993265
172.0,0.25372333323866575
173.0,0.3395439827713192
174.0,0.4542742531845449
175.0,0.581033968404806
176.0,0.7134397257216573
177.0,0.6589065018026835
178.0,0.6049930936054532
179.0,0.5518811808851014
180.0,0.4998263314716046
181.0,0.4505226610419943
182.0,0.4035617013105776
183.0,0.3598617756713637
184.0,0.32075850820568536
185.0,0.28009225015496964
186.0,0.24626990104622343
187.0,0.22243562502365608
188.0,0.21198560788864332
189.0,0.2656467290394188
190.0,0.369820105663642
191.0,0.49349171792755797
192.0,0.6251957133405648
193.0,0.5794711612430625
194.0,0.5362593016596183
195.0,0.4962170046377409
196.0,0.4601724219658913
197.0,0.42569793672516515
198.0,0.3967892955248205
199.0,0.3747368317513187
200.0,0.3607999132703075
201.0,0.3561113152864268
202.0,0.36086108876886946
203.0,0.37469046819092744
204.0,0.39665089634598893
205.0,0.414999321301468
206.0,0.44016761412401595
207.0,0.47106391190678687
208.0,0.5066413706090022
209.0,0.4291064735168388
210.0,0.3900626341307027
211.0,0.40091764391872714
212.0,0.4581382559829948
213.0,0.43022374206174147
214.0,0.40856313024914276
215.0,0.3941887252208646
216.0,0.38791136527617354
217.0,0.3870635988596056
218.0,0.394711087642925
219.0,0.4103791743604424
220.0,0.43319845531077594
221.0,0.31798568219520407
222.0,0.20286054187322655
223.0,0.08816698808222792
224.0,0.03127217767164853
225.0,0.12119091529311149
226.0,0.21806184306905046
227.0,0.31554577711576864
228.0,0.41320908522000294
229.0,0.3288967664597945
230.0,0.24480492972275086
231.0,0.16127882686487005
232.0,0.08010806527904572
233.0,0.02487167881681817
234.0,0.08879701050447804
235.0,0.1679768678266389
236.0,0.24821876955241348
237.0,0.25840680095448454
238.0,0.2803288904823451
239.0,0.3115175656952755
240.0,0.3495007803603213
241.0,0.23335079420039812
242.0,0.12489830048461216
243.0,0.0747781545803137
244.0,0.15629828524150546
245.0,0.10433680760154317
246.0,0.07959347420460475
247.0,0.10380755808643194
